Time,Q1,Q2,Q3,Q4,Q5,Q6,dQ1,dQ2,dQ3,dQ4,dQ5,dQ6,TCPx,TCPy,TCPz
0.24,-0.463413203979564,-1.5804046036681,-1.91993239625404,-0.959485185930431,1.10709012898066,1.04745129433409,-0.256486561873457,-0.264554237201196,0.333204759782971,0.0555405567418424,0.0640938350834265,-0.277669703829114,-0.32538620829615,0.4432551691614,0.159924139072322
0.26,-0.468520122358017,-1.58569860473466,-1.91324526854743,-0.958410250064622,1.10837240215043,1.04192610612185,-0.254198220628772,-0.264836375452944,0.335496381552928,0.0519532844756466,0.0641288392400617,-0.274842660963907,-0.325951725592589,0.446193100499164,0.16063448379851
0.28,-0.473580970507657,-1.59099778953737,-1.9065128966029,-0.957407013846974,1.10965512123358,1.03645773747864,-0.251895343651525,-0.265087120001127,0.337745425796156,0.048375744334748,0.0641418448315346,-0.272004345002816,-0.32651724302389,0.449131031101911,0.161344828391147
0.3,-0.478596212329027,-1.59630223316402,-1.89973529573619,-0.956475030057048,1.11093801581753,1.03104557585092,-0.249629761029392,-0.265355518521936,0.340013043080616,0.0448254324462226,0.064144965941352,-0.269214781248879,-0.327082750713188,0.452068966978069,0.162055163099174
0.32,-0.483566246948678,-1.60161197357696,-1.89291244284685,-0.955613851212419,1.11222082948136,1.02568900119508,-0.247378903953402,-0.265620150057594,0.342272476870937,0.0412973757761338,0.0641347642135124,-0.266448990517463,-0.327648274072989,0.455006896014362,0.162765515046883
0.34,-0.488491543718424,-1.60692708846084,-1.88604438144033,-0.954822967070117,1.11350332032221,1.02038737553314,-0.245153556431493,-0.26589141111201,0.344533472582348,0.0377943862780923,0.0641117358530857,-0.263718409141906,-0.328213797167171,0.457944824186865,0.163475866473528
0.36,-0.49337253441786,-1.61224764801817,-1.87913111347852,-0.954101903752125,1.11478523244408,1.01514006546002,-0.242950192502474,-0.26616566797215,0.346793214235912,0.0343171586536689,0.0640785347497012,-0.261018129811465,-0.328779319059853,0.460882751182355,0.164186222363801
0.38,-0.498209695204044,-1.61757374754547,-1.87217265978592,-0.95345011440874,1.11606638039987,1.00994643144429,-0.240768398387078,-0.266444777736694,0.349052206143369,0.0308647408437467,0.0640332470905353,-0.258350526169059,-0.329344832833587,0.46382068367322,0.164896566382188
0.4,-0.503003414041618,-1.6229054843911,-1.86516898473743,-0.952867174827541,1.11734648462073,1.0048058329278,-0.238608052908607,-0.266730268849987,0.351316400102686,0.0274335975785873,0.0639763647665427,-0.25571441278791,-0.329910347338949,0.466758615136999,0.165606907722957
0.42,-0.507754147684811,-1.62824295544148,-1.85812005033512,-0.952352597218917,1.11862537274163,0.999717685351246,-0.23646782034232,-0.267016578394189,0.353575578210479,0.0240278302583073,0.0639101152430192,-0.253104632152473,-0.330475862698739,0.469696546621209,0.166317250061453
0.44,-0.512462326005526,-1.63358628693934,-1.85102579489583,-0.951905951228882,1.11990283386028,0.994681381047764,-0.234355727434856,-0.267320798903682,0.355855258498248,0.0206396578808923,0.0638351784494951,-0.250532845548036,-0.331041378750158,0.472634478406,0.167027593106873
0.46,-0.517128381064035,-1.63893560955806,-1.84388614961504,-0.951526799888383,1.12117867446946,0.989696312851487,-0.232248544879743,-0.267605160436181,0.358098655076253,0.017281446898785,0.0637456395383672,-0.247974383356787,-0.331606895218258,0.475572410906325,0.167737936820035
0.48,-0.521752728724759,-1.64429103942079,-1.83670108219471,-0.951214644570819,1.12245268930585,0.984761866386394,-0.230200559458807,-0.267955842856662,0.360433909536066,0.0139336667108741,0.0636577241096978,-0.245486262518326,-0.332172411910129,0.478510342051355,0.168448280745354
0.5,-0.526335805010799,-1.64965273624752,-1.8294704756043,-0.950969091582239,1.12372471273904,0.979877452103626,-0.228085887889932,-0.268176552446785,0.362570253654405,0.0106332893704785,0.0635358219348763,-0.242934221753656,-0.332737928620691,0.481448273834977,0.169158625033059
0.52,-0.530878024906117,-1.6550208420632,-1.82219425586859,-0.950789679275318,1.12499455919963,0.975042473323909,-0.226196688305617,-0.268724542350836,0.365184868913808,0.00729394995913746,0.0634640407941855,-0.240628895912685,-0.333303445321811,0.484386205158431,0.169868969477867
0.54,-0.535379810250847,-1.66039552056972,-1.81487230802523,-0.950675991974167,1.12626206497098,0.97025634271886,-0.223852162632508,-0.268536721653612,0.366702576838215,0.00411863853722463,0.0632465850997337,-0.237848051088546,-0.333868961937496,0.487324136455723,0.170579314078954
